suite,problem,size,ams,nvar,ncon,nnzj,nnzh,tobj,tcon,tgrad,tjac,thess,thprod,tjprod,tjtprod,tcreate,device,hostname
LV,rosenrock,20,ExaModels,20,18,54,165,0.003616142,0.000714473,0.003061277,0.001682378,0.002351785,0.006788314,0.004411924,0.003423985,0.400145685,oneAPI-Intel(R) Arc(TM) A770 Graphics,shin-compute-002
LV,rosenrock,2000,ExaModels,2000,1998,5994,17985,0.006679452,0.00093751,0.007986033,0.002079143,0.002335923,0.005321427,0.003562349,0.003337087,0.164938489,oneAPI-Intel(R) Arc(TM) A770 Graphics,shin-compute-002
LV,rosenrock,200000,ExaModels,200000,199998,599994,1799985,0.00364957,0.000875304,0.00441102,0.002519758,0.002890196,0.004359031,0.003299009,0.003106928,1.298985578,oneAPI-Intel(R) Arc(TM) A770 Graphics,shin-compute-002
LV,wood,20,ExaModels,20,13,39,102,0.002491792,0.002752569,0.003376067,0.002008115,0.003090776,0.00611106,0.003385252,0.003677036,0.405117121,oneAPI-Intel(R) Arc(TM) A770 Graphics,shin-compute-002
LV,wood,2000,ExaModels,2000,1993,5979,12972,0.002355303,0.002664245,0.00274167,0.002230742,0.003314409,0.004875046,0.009788326,0.004610783,0.591231374,oneAPI-Intel(R) Arc(TM) A770 Graphics,shin-compute-002
LV,wood,200000,ExaModels,200000,199993,599979,1299972,0.003379883,0.002607151,0.002659081,0.003227272,0.003055123,0.004333599,0.004845899,0.00469203,0.611034731,oneAPI-Intel(R) Arc(TM) A770 Graphics,shin-compute-002
LV,chained_powell,20,ExaModels,20,2,4,79,0.002358236,0.001247474,0.003860846,0.002070257,0.006004642,0.004052974,0.005058443,0.003836326,0.311423679,oneAPI-Intel(R) Arc(TM) A770 Graphics,shin-compute-002
LV,chained_powell,2000,ExaModels,2000,2,4,7999,0.002272955,0.001445476,0.002918062,0.00190769,0.002733165,0.005482152,0.024536992,0.004237654,0.608259777,oneAPI-Intel(R) Arc(TM) A770 Graphics,shin-compute-002
LV,chained_powell,200000,ExaModels,200000,2,4,799999,0.002725522,0.001054574,0.003195596,0.020855776,0.003338552,0.003939509,0.005864334,0.003303674,0.888103497,oneAPI-Intel(R) Arc(TM) A770 Graphics,shin-compute-002
LV,cragg_levy,20,ExaModels,20,18,54,135,0.002444896,0.002874221,0.003691404,0.00221747,0.002904668,0.006656138,0.003192052,0.036089647,0.374982403,oneAPI-Intel(R) Arc(TM) A770 Graphics,shin-compute-002
LV,cragg_levy,2000,ExaModels,2000,1998,5994,14985,0.003628635,0.000538943,0.003007856,0.002357395,0.002340867,0.005506652,0.004463363,0.004171092,0.491605981,oneAPI-Intel(R) Arc(TM) A770 Graphics,shin-compute-002
LV,cragg_levy,200000,ExaModels,200000,199998,599994,1499985,0.003610855,0.000838583,0.005355872,0.001674407,0.005609999,0.006034348,0.010321534,0.004447042,0.547594786,oneAPI-Intel(R) Arc(TM) A770 Graphics,shin-compute-002
LV,broyden_tridiagonal,20,ExaModels,20,16,80,194,0.003800952,0.001237636,0.005075721,0.001626006,0.003237701,0.005298485,0.002700171,0.00290864,0.34468991,oneAPI-Intel(R) Arc(TM) A770 Graphics,shin-compute-002
LV,broyden_tridiagonal,2000,ExaModels,2000,1996,9980,21974,0.004651193,0.000565617,0.0043493,0.001744245,0.003472179,0.006393299,0.004331783,0.023202559,0.872669277,oneAPI-Intel(R) Arc(TM) A770 Graphics,shin-compute-002
LV,broyden_tridiagonal,200000,ExaModels,200000,199996,999980,2199974,0.007272872,0.000802422,0.006383194,0.001775821,0.007274665,0.005598427,0.003902663,0.011280825,1.059816847,oneAPI-Intel(R) Arc(TM) A770 Graphics,shin-compute-002
LV,broyden_banded,20,ExaModels,40,29,167,258,0.002536158,0.003420549,0.0037494,0.049792798,0.017307033,0.03149824,0.00765222,0.006893547,0.744174748,oneAPI-Intel(R) Arc(TM) A770 Graphics,shin-compute-002
LV,broyden_banded,2000,ExaModels,4000,2999,18977,27978,0.002752006,0.048615403,0.003400466,0.03028906,0.006288264,0.004704808,0.006746938,0.014047029,1.217814151,oneAPI-Intel(R) Arc(TM) A770 Graphics,shin-compute-002
LV,broyden_banded,200000,ExaModels,400000,299999,1899977,2799978,0.007075871,0.006040781,0.007866891,0.006881746,0.008824587,0.005898928,0.013654896,0.026993617,2.052655716,oneAPI-Intel(R) Arc(TM) A770 Graphics,shin-compute-002
LV,trigo_tridiagonal,20,ExaModels,20,4,14,69,0.002388581,0.003647878,0.003311291,0.003646369,0.004301383,0.006820911,0.00543476,0.004898957,0.692055518,oneAPI-Intel(R) Arc(TM) A770 Graphics,shin-compute-002
LV,trigo_tridiagonal,2000,ExaModels,2000,4,14,6009,0.004923816,0.003208583,0.00314194,0.00590904,0.028223288,0.003807899,0.006143076,0.005381759,0.648175338,oneAPI-Intel(R) Arc(TM) A770 Graphics,shin-compute-002
LV,trigo_tridiagonal,200000,ExaModels,200000,4,14,600009,0.005956863,0.005466938,0.003917527,0.027601243,0.004569552,0.003741959,0.00486103,0.005638033,1.046640069,oneAPI-Intel(R) Arc(TM) A770 Graphics,shin-compute-002
LV,augmented_lagrangian,20,ExaModels,20,18,54,106,0.009096928,0.00056711,0.002494319,0.001233271,0.00324612,0.008774512,0.004034488,0.007622292,0.409669945,oneAPI-Intel(R) Arc(TM) A770 Graphics,shin-compute-002
LV,augmented_lagrangian,2000,ExaModels,2000,1998,5994,10798,0.002629552,0.004359759,0.00349294,0.001714719,0.002466198,0.005614362,0.005581273,0.00231447,0.863243489,oneAPI-Intel(R) Arc(TM) A770 Graphics,shin-compute-002
LV,augmented_lagrangian,200000,ExaModels,200000,199998,599994,1079998,0.004776697,0.000694509,0.006179971,0.002032858,0.006560924,0.010911476,0.005983835,0.00393393,0.71384131,oneAPI-Intel(R) Arc(TM) A770 Graphics,shin-compute-002
LV,modified_brown,20,ExaModels,20,6,30,61,0.002664069,0.00549539,0.002142532,0.005781602,0.060122701,0.004375815,0.006378199,0.007292119,0.723757939,oneAPI-Intel(R) Arc(TM) A770 Graphics,shin-compute-002
LV,modified_brown,2000,ExaModels,2000,6,30,3031,0.003146834,0.002688542,0.004656684,0.021103736,0.006271833,0.004268988,0.005801073,0.022001914,0.681225483,oneAPI-Intel(R) Arc(TM) A770 Graphics,shin-compute-002
LV,modified_brown,200000,ExaModels,200000,6,30,300031,0.027347895,0.00650679,0.005413212,0.007333068,0.008817093,0.006035459,0.00813173,0.009641157,1.318694695,oneAPI-Intel(R) Arc(TM) A770 Graphics,shin-compute-002
LV,generalized_brown,20,ExaModels,20,18,54,58,0.001985174,0.001082897,0.002875059,0.003569185,0.016398585,0.003103484,0.003169422,0.003713576,0.458092732,oneAPI-Intel(R) Arc(TM) A770 Graphics,shin-compute-002
LV,generalized_brown,2000,ExaModels,2000,1998,5994,5998,0.001987376,0.000775267,0.003431174,0.002004093,0.037267103,0.004728587,0.008527347,0.017165804,0.360788401,oneAPI-Intel(R) Arc(TM) A770 Graphics,shin-compute-002
LV,generalized_brown,200000,ExaModels,200000,199998,599994,599998,0.009368124,0.000690279,0.005794192,0.002320943,0.002505103,0.007212485,0.004238054,0.00326863,0.343260486,oneAPI-Intel(R) Arc(TM) A770 Graphics,shin-compute-002
LV,chained_hs46,20,ExaModels,20,11,33,79,0.001980292,0.001321584,0.002815571,0.002793073,0.002880005,0.003283522,0.011166709,0.003243382,0.994562022,oneAPI-Intel(R) Arc(TM) A770 Graphics,shin-compute-002
LV,chained_hs46,2000,ExaModels,2000,1331,3993,9319,0.001897448,0.000932206,0.003866265,0.016686083,0.002818552,0.005582114,0.004122447,0.006071411,0.440702828,oneAPI-Intel(R) Arc(TM) A770 Graphics,shin-compute-002
LV,chained_hs46,200000,ExaModels,200000,133331,399993,933319,0.006265425,0.001671592,0.013538327,0.015582952,0.034270035,0.00449629,0.004349911,0.011914614,0.650485165,oneAPI-Intel(R) Arc(TM) A770 Graphics,shin-compute-002
LV,chained_hs47,20,ExaModels,20,11,30,57,0.002170639,0.013971984,0.001725165,0.014402438,0.027815774,0.004236203,0.004985055,0.004445042,1.055158166,oneAPI-Intel(R) Arc(TM) A770 Graphics,shin-compute-002
LV,chained_hs47,2000,ExaModels,2000,1496,3990,7482,0.002400767,0.024499867,0.004181,0.00442786,0.007350753,0.003625635,0.021902734,0.017877683,0.693325811,oneAPI-Intel(R) Arc(TM) A770 Graphics,shin-compute-002
LV,chained_hs47,200000,ExaModels,200000,149996,399990,749982,0.005730792,0.004048368,0.003834741,0.004452186,0.003679666,0.004451083,0.072703123,0.015118758,0.928872445,oneAPI-Intel(R) Arc(TM) A770 Graphics,shin-compute-002
LV,chained_hs48,20,ExaModels,20,12,48,54,0.002231992,0.000914331,0.00292656,0.016395055,0.003421614,0.003943783,0.008807611,0.007938652,1.154752661,oneAPI-Intel(R) Arc(TM) A770 Graphics,shin-compute-002
LV,chained_hs48,2000,ExaModels,2000,1332,5328,5994,0.003875699,0.001041194,0.006097349,0.010880698,0.003258239,0.010982847,0.004062912,0.003073741,1.145221565,oneAPI-Intel(R) Arc(TM) A770 Graphics,shin-compute-002
LV,chained_hs48,200000,ExaModels,200000,133332,533328,599994,0.011848697,0.001557575,0.018138897,0.003498685,0.003794889,0.003582003,0.00505821,0.03360488,0.304723079,oneAPI-Intel(R) Arc(TM) A770 Graphics,shin-compute-002
LV,chained_hs49,20,ExaModels,20,12,36,48,0.003226044,0.001014727,0.006295237,0.003230203,0.003590637,0.029828728,0.004917094,0.003958563,0.689840671,oneAPI-Intel(R) Arc(TM) A770 Graphics,shin-compute-002
LV,chained_hs49,2000,ExaModels,2000,1332,3996,5328,0.002415933,0.001598415,0.004282717,0.003416387,0.010048641,0.025389039,0.004482716,0.005081637,0.752710343,oneAPI-Intel(R) Arc(TM) A770 Graphics,shin-compute-002
LV,chained_hs49,200000,ExaModels,200000,133332,399996,533328,0.004163167,0.001284218,0.022109481,0.002168923,0.013380918,0.003844991,0.004247674,0.039812447,0.589312047,oneAPI-Intel(R) Arc(TM) A770 Graphics,shin-compute-002
LV,chained_hs50,20,ExaModels,20,11,33,51,0.002238916,0.002541863,0.003553025,0.003504056,0.00525727,0.004290235,0.020018748,0.032550843,0.375674638,oneAPI-Intel(R) Arc(TM) A770 Graphics,shin-compute-002
LV,chained_hs50,2000,ExaModels,2000,1496,4488,6486,0.001939741,0.002029415,0.010537233,0.007100234,0.043704455,0.012639929,0.006566356,0.00512452,0.829853344,oneAPI-Intel(R) Arc(TM) A770 Graphics,shin-compute-002
LV,chained_hs50,200000,ExaModels,200000,149996,449988,649986,0.004722393,0.001586729,0.004803127,0.022737788,0.005256676,0.0071613,0.016812263,0.010342887,0.655564974,oneAPI-Intel(R) Arc(TM) A770 Graphics,shin-compute-002
LV,chained_hs51,20,ExaModels,20,11,26,39,0.00409434,0.001813747,0.003305043,0.006136506,0.019541454,0.032509317,0.003878921,0.00589505,0.953795811,oneAPI-Intel(R) Arc(TM) A770 Graphics,shin-compute-002
LV,chained_hs51,2000,ExaModels,2000,1496,3491,4989,0.003584382,0.001578895,0.003535762,0.007572815,0.003935725,0.003375519,0.004059842,0.056503217,0.830103763,oneAPI-Intel(R) Arc(TM) A770 Graphics,shin-compute-002
LV,chained_hs51,200000,ExaModels,200000,149996,349991,499989,0.017329927,0.001894652,0.007664665,0.009380514,0.00399574,0.004590439,0.00897495,0.008850722,0.928934571,oneAPI-Intel(R) Arc(TM) A770 Graphics,shin-compute-002
LV,chained_hs52,20,ExaModels,20,11,26,39,0.010045683,0.003078203,0.038139838,0.003014002,0.016106297,0.003820377,0.006427517,0.003669861,0.583434782,oneAPI-Intel(R) Arc(TM) A770 Graphics,shin-compute-002
LV,chained_hs52,2000,ExaModels,2000,1496,3491,4989,0.002340243,0.001549286,0.002997811,0.003992705,0.003933625,0.004299856,0.033442963,0.00409787,0.65432393,oneAPI-Intel(R) Arc(TM) A770 Graphics,shin-compute-002
LV,chained_hs52,200000,ExaModels,200000,149996,349991,499989,0.003066542,0.001726775,0.005956517,0.017939939,0.003227846,0.004240782,0.006894295,0.005055248,0.775266723,oneAPI-Intel(R) Arc(TM) A770 Graphics,shin-compute-002
LV,chained_hs53,20,ExaModels,20,11,26,39,0.002995402,0.00167798,0.010656797,0.046006743,0.007808417,0.004184297,0.03651276,0.013552302,0.614883017,oneAPI-Intel(R) Arc(TM) A770 Graphics,shin-compute-002
LV,chained_hs53,2000,ExaModels,2000,1496,3491,4989,0.002758209,0.001994552,0.005323784,0.027196799,0.005004426,0.014560934,0.004666314,0.005132575,2.034399084,oneAPI-Intel(R) Arc(TM) A770 Graphics,shin-compute-002
LV,chained_hs53,200000,ExaModels,200000,149996,349991,499989,0.003898863,0.001982249,0.005448821,0.003241474,0.004135891,0.008394724,0.007425783,0.015933299,2.181894463,oneAPI-Intel(R) Arc(TM) A770 Graphics,shin-compute-002
COPS,bearing,"(5, 5)",ExaModels,49,28,28,360,0.005921276,0.015523041,0.013575116,0.00509953,0.006710289,0.007769458,0.058290994,0.037545646,0.741734557,oneAPI-Intel(R) Arc(TM) A770 Graphics,shin-compute-002
COPS,bearing,"(35, 35)",ExaModels,1369,148,148,12960,0.041776078,0.002821621,0.007280555,0.004262033,0.025979656,0.087905651,0.023825356,0.008984124,1.763203568,oneAPI-Intel(R) Arc(TM) A770 Graphics,shin-compute-002
COPS,bearing,"(320, 320)",ExaModels,103684,1288,1288,1030410,0.005135369,0.005964186,0.010553986,0.019077111,0.012829607,0.034939909,0.007606827,0.00644913,2.044920565,oneAPI-Intel(R) Arc(TM) A770 Graphics,shin-compute-002
COPS,camshape,20,ExaModels,20,43,100,115,0.002614225,0.007243443,0.00275923,0.007976869,0.012066652,0.004205864,0.014503055,0.057679086,2.024275991,oneAPI-Intel(R) Arc(TM) A770 Graphics,shin-compute-002
COPS,camshape,2000,ExaModels,2000,4003,10000,11995,0.003892996,0.017558517,0.003441939,0.00883703,0.088721651,0.005395388,0.01004151,0.05645169,1.468318401,oneAPI-Intel(R) Arc(TM) A770 Graphics,shin-compute-002
COPS,camshape,170000,ExaModels,170000,340003,850000,1019995,0.002183052,0.004649207,0.049580238,0.008811102,0.006875658,0.010788173,0.00770457,0.008504305,1.168000138,oneAPI-Intel(R) Arc(TM) A770 Graphics,shin-compute-002
COPS,catmix,3,ExaModels,71,62,266,144,0.035833873,0.01883957,0.059829684,0.016566354,0.008776343,0.00413729,0.01370162,0.012591873,1.196635859,oneAPI-Intel(R) Arc(TM) A770 Graphics,shin-compute-002
COPS,catmix,200,ExaModels,4602,4002,17602,10191,0.004292469,0.004050053,0.004720675,0.008539873,0.006057081,0.005761862,0.009882897,0.009540034,1.201770379,oneAPI-Intel(R) Arc(TM) A770 Graphics,shin-compute-002
COPS,catmix,20000,ExaModels,460002,400002,1760002,1019991,0.003274133,0.004425974,0.030037638,0.008577566,0.010361658,0.004985065,0.038791201,0.208074384,1.448595456,oneAPI-Intel(R) Arc(TM) A770 Graphics,shin-compute-002
COPS,chain,50,ExaModels,48,38,159,88,0.002454858,0.004787976,0.002953652,0.029650845,0.00861817,0.003048557,0.010142627,0.030274686,1.898203221,oneAPI-Intel(R) Arc(TM) A770 Graphics,shin-compute-002
COPS,chain,5000,ExaModels,5000,3752,17491,9992,0.002512608,0.005361056,0.002369979,0.007118365,0.070057598,0.01191444,0.085684182,0.016847676,2.678108899,oneAPI-Intel(R) Arc(TM) A770 Graphics,shin-compute-002
COPS,chain,500000,ExaModels,500000,375002,1749991,999992,0.005031284,0.00502975,0.003852312,0.006760069,0.041225926,0.029749307,0.022247645,0.063117349,3.298340143,oneAPI-Intel(R) Arc(TM) A770 Graphics,shin-compute-002
COPS,channel,5,ExaModels,200,200,1521,120,0.002676542,0.019189567,0.000515849,0.066327033,0.006532772,0.004210551,0.062517027,0.00927787,1.160008542,oneAPI-Intel(R) Arc(TM) A770 Graphics,shin-compute-002
COPS,channel,400,ExaModels,16000,16000,123181,9600,0.002512167,0.014025834,0.000835917,0.036385065,0.007483356,0.004977263,0.011428872,0.010398048,1.156194748,oneAPI-Intel(R) Arc(TM) A770 Graphics,shin-compute-002
COPS,channel,42000,ExaModels,1680000,1680000,12935981,1008000,0.00586671,0.010600669,0.000912923,0.008866373,0.040184561,0.049625457,0.01436021,0.014243603,4.495656677,oneAPI-Intel(R) Arc(TM) A770 Graphics,shin-compute-002
COPS,dirichlet,5,ExaModels,10564,8331,62619,71172,0.004858724,0.025730183,0.013045527,0.137850189,0.019503924,0.039205948,0.041700893,0.138992214,1.056163755,oneAPI-Intel(R) Arc(TM) A770 Graphics,shin-compute-002
COPS,dirichlet,20,ExaModels,33199,24261,197154,227097,0.00240607,0.007291165,0.010697377,0.069806269,0.043242761,0.064398991,0.036805947,0.110437251,1.221814028,oneAPI-Intel(R) Arc(TM) A770 Graphics,shin-compute-002
COPS,dirichlet,100,ExaModels,153919,109221,914674,1058697,0.002602227,0.014829266,0.005939443,0.010460714,0.009003528,0.068297875,0.008457638,0.015046956,2.65259033,oneAPI-Intel(R) Arc(TM) A770 Graphics,shin-compute-002
COPS,elec,5,ExaModels,15,5,15,225,0.003333495,0.000523336,0.002681121,0.002396491,0.002453191,0.004221604,0.039011265,0.012337352,0.568670519,oneAPI-Intel(R) Arc(TM) A770 Graphics,shin-compute-002
COPS,elec,50,ExaModels,150,50,150,25875,0.002786724,0.000452814,0.005838258,0.019983247,0.006423986,0.022518485,0.003084901,0.003581288,0.49415291,oneAPI-Intel(R) Arc(TM) A770 Graphics,shin-compute-002
COPS,elec,200,ExaModels,600,200,600,418500,0.003803383,0.000492525,0.005870901,0.001747621,0.00247593,0.055897534,0.002196467,0.002839088,0.858355256,oneAPI-Intel(R) Arc(TM) A770 Graphics,shin-compute-002
COPS,gasoil,2,ExaModels,55,52,262,734,0.009205284,0.011303116,0.010049559,0.011260843,0.008299027,0.004797222,0.007107767,0.035858599,2.068780594,oneAPI-Intel(R) Arc(TM) A770 Graphics,shin-compute-002
COPS,gasoil,200,ExaModels,5203,5200,27190,11822,0.002299734,0.042189054,0.002529339,0.007162343,0.009604906,0.011171582,0.09373501,0.007318832,1.814580714,oneAPI-Intel(R) Arc(TM) A770 Graphics,shin-compute-002
COPS,gasoil,18000,ExaModels,468003,468000,2447990,1008622,0.005311473,0.005477801,0.005165799,0.005219026,0.009305753,0.23856236,0.03406185,0.091619961,2.491692587,oneAPI-Intel(R) Arc(TM) A770 Graphics,shin-compute-002
COPS,marine,2,ExaModels,79,56,194,644,0.00394824,0.007113031,0.003713404,0.021422156,0.010617196,0.005529388,0.035229087,0.015379033,1.334028647,oneAPI-Intel(R) Arc(TM) A770 Graphics,shin-compute-002
COPS,marine,150,ExaModels,4815,4792,16326,11596,0.006907748,0.004265892,0.025045717,0.006163385,0.04125375,0.058381614,0.008959547,0.021909579,2.39138268,oneAPI-Intel(R) Arc(TM) A770 Graphics,shin-compute-002
COPS,marine,14000,ExaModels,448015,447992,1525976,1036496,0.003386121,0.014394848,0.003820723,0.029218726,0.012577956,0.103185192,0.036648442,0.048743605,2.441782992,oneAPI-Intel(R) Arc(TM) A770 Graphics,shin-compute-002
COPS,methanol,2,ExaModels,65,60,312,993,0.002483327,0.0168355,0.003048222,0.035254442,0.036338084,0.010181207,0.110709544,0.03748915,2.161984165,oneAPI-Intel(R) Arc(TM) A770 Graphics,shin-compute-002
COPS,methanol,50,ExaModels,1505,1500,8088,12801,0.004061881,0.04865339,0.002295474,0.00785672,0.037035872,0.01865833,0.01863433,0.037328988,2.442158245,oneAPI-Intel(R) Arc(TM) A770 Graphics,shin-compute-002
COPS,methanol,4000,ExaModels,120005,120000,647988,984501,0.003215392,0.010021592,0.00374276,0.007723995,0.037041063,0.193194061,0.015139782,0.05085592,2.128762407,oneAPI-Intel(R) Arc(TM) A770 Graphics,shin-compute-002
COPS,minsurf,"(5, 5)",ExaModels,49,102,102,504,0.00579656,0.006271156,0.026455604,0.023997109,0.055531051,0.005146727,0.009867092,0.07823589,0.631322065,oneAPI-Intel(R) Arc(TM) A770 Graphics,shin-compute-002
COPS,minsurf,"(30, 30)",ExaModels,1024,1476,1476,13454,0.003927671,0.047724402,0.00855824,0.033299743,0.016298343,0.03459212,0.00659837,0.009433984,2.374211337,oneAPI-Intel(R) Arc(TM) A770 Graphics,shin-compute-002
COPS,minsurf,"(280, 280)",ExaModels,79524,100816,100816,1105454,0.060898572,0.008054246,0.033448611,0.005729815,0.032538753,0.042390466,0.005790969,0.040854562,1.815466746,oneAPI-Intel(R) Arc(TM) A770 Graphics,shin-compute-002
COPS,pinene,2,ExaModels,105,100,438,595,0.004680452,0.005174555,0.013077505,0.032699186,0.108216645,0.004639457,0.03964361,0.042059766,1.411330259,oneAPI-Intel(R) Arc(TM) A770 Graphics,shin-compute-002
COPS,pinene,100,ExaModels,5005,5000,22880,10885,0.005504411,0.02412487,0.006726634,0.070076257,0.024148968,0.020780123,0.084476899,0.020867075,2.408683439,oneAPI-Intel(R) Arc(TM) A770 Graphics,shin-compute-002
COPS,pinene,10000,ExaModels,500005,500000,2289980,1050385,0.003099718,0.006489034,0.004370836,0.013689999,0.015287533,0.129892266,0.017397731,0.061672356,2.690066258,oneAPI-Intel(R) Arc(TM) A770 Graphics,shin-compute-002
COPS,polygon,10,ExaModels,10,16,50,140,0.002073943,0.002310639,0.006948761,0.019961955,0.004360832,0.00528091,0.00562781,0.011175507,0.634134551,oneAPI-Intel(R) Arc(TM) A770 Graphics,shin-compute-002
COPS,polygon,100,ExaModels,100,1276,5000,12740,0.003275917,0.001753549,0.020735458,0.056881221,0.004401395,0.025465453,0.035549926,0.00538885,0.886986217,oneAPI-Intel(R) Arc(TM) A770 Graphics,shin-compute-002
COPS,polygon,800,ExaModels,800,80201,320000,801990,0.02350848,0.002172143,0.006101043,0.003633461,0.004878803,0.031417923,0.007412704,0.010583776,2.460076677,oneAPI-Intel(R) Arc(TM) A770 Graphics,shin-compute-002
COPS,robot,2,ExaModels,28,24,84,134,0.002395462,0.0512867,0.021919693,0.056084246,0.104597166,0.022122274,0.030699769,0.06400179,2.841391298,oneAPI-Intel(R) Arc(TM) A770 Graphics,shin-compute-002
COPS,robot,150,ExaModels,1360,912,5412,10050,0.002075751,0.128070473,0.002685653,0.070782689,0.291265133,0.015851325,0.041358533,0.104050681,3.425162894,oneAPI-Intel(R) Arc(TM) A770 Graphics,shin-compute-002
COPS,robot,15000,ExaModels,135010,90012,540012,1005000,0.001901516,0.077216946,0.002969351,0.168459632,0.030811594,0.195960814,0.227514006,0.202528941,3.46516193,oneAPI-Intel(R) Arc(TM) A770 Graphics,shin-compute-002
COPS,rocket,2,ExaModels,13,10,42,118,0.009125809,0.006124523,0.003682265,0.013138518,0.012331639,0.01791536,0.075223594,0.039921829,3.031934301,oneAPI-Intel(R) Arc(TM) A770 Graphics,shin-compute-002
COPS,rocket,200,ExaModels,805,604,3804,11800,0.00206952,0.00714021,0.002796563,0.034126956,0.119552839,0.005507365,0.058797864,0.034484101,1.233943292,oneAPI-Intel(R) Arc(TM) A770 Graphics,shin-compute-002
COPS,rocket,17000,ExaModels,68005,51004,323004,1003000,0.002031681,0.022513902,0.005144015,0.116805121,0.007951295,0.15568467,0.050329908,0.042319884,1.592300771,oneAPI-Intel(R) Arc(TM) A770 Graphics,shin-compute-002
COPS,steering,5,ExaModels,31,28,108,120,0.00703558,0.003207891,0.004519655,0.040847464,0.02543795,0.02294426,0.01042509,0.011903059,2.610094968,oneAPI-Intel(R) Arc(TM) A770 Graphics,shin-compute-002
COPS,steering,400,ExaModels,2006,1608,8008,9600,0.00541605,0.006500876,0.004040995,0.033744712,0.006733697,0.024252768,0.070543282,0.02148794,0.967741843,oneAPI-Intel(R) Arc(TM) A770 Graphics,shin-compute-002
COPS,steering,42000,ExaModels,210006,168008,840008,1008000,0.006834691,0.004665591,0.014395573,0.016055775,0.005981832,0.252863141,0.044915947,0.068921807,3.297079228,oneAPI-Intel(R) Arc(TM) A770 Graphics,shin-compute-002
COPS,torsion,"(5, 5)",ExaModels,49,49,49,360,0.015564251,0.004850991,0.022123095,0.007566691,0.01956866,0.069360046,0.003916736,0.004618514,1.295574402,oneAPI-Intel(R) Arc(TM) A770 Graphics,shin-compute-002
COPS,torsion,"(35, 35)",ExaModels,1369,1369,1369,12960,0.009565248,0.000747291,0.0069381,0.002537189,0.005196224,0.007040503,0.014652271,0.005644196,0.654064076,oneAPI-Intel(R) Arc(TM) A770 Graphics,shin-compute-002
COPS,torsion,"(320, 320)",ExaModels,103684,103684,103684,1030410,0.006669869,0.000912932,0.016567447,0.002052954,0.026561111,0.027001655,0.008396652,0.05092951,1.539720405,oneAPI-Intel(R) Arc(TM) A770 Graphics,shin-compute-002
OPF-polar,pglib_opf_case3_lmbd.m,pglib_opf_case3_lmbd.m,ExaModels,24,28,103,141,0.002110699,0.046900957,0.003587726,0.078404195,0.088192178,NaN,NaN,NaN,1.39274843,oneAPI-Intel(R) Arc(TM) A770 Graphics,shin-compute-002
OPF-polar,pglib_opf_case5_pjm.m,pglib_opf_case5_pjm.m,ExaModels,44,53,201,279,0.002912319,0.047199015,0.005626952,0.012145551,0.018050025,NaN,NaN,NaN,2.158726923,oneAPI-Intel(R) Arc(TM) A770 Graphics,shin-compute-002
OPF-polar,pglib_opf_case14_ieee.m,pglib_opf_case14_ieee.m,ExaModels,118,169,639,913,0.011676274,0.01014795,0.003641156,0.018174811,0.067818738,NaN,NaN,NaN,2.940341179,oneAPI-Intel(R) Arc(TM) A770 Graphics,shin-compute-002
OPF-polar,pglib_opf_case24_ieee_rts.m,pglib_opf_case24_ieee_rts.m,ExaModels,266,315,1255,1753,0.008133627,0.041311545,0.011175671,0.197732736,0.08127351,NaN,NaN,NaN,2.675613104,oneAPI-Intel(R) Arc(TM) A770 Graphics,shin-compute-002
OPF-polar,pglib_opf_case30_ieee.m,pglib_opf_case30_ieee.m,ExaModels,236,348,1303,1870,0.015645435,0.029638191,0.004538812,0.010626781,0.048967122,NaN,NaN,NaN,2.161796883,oneAPI-Intel(R) Arc(TM) A770 Graphics,shin-compute-002
OPF-polar,pglib_opf_case30_as.m,pglib_opf_case30_as.m,ExaModels,236,348,1303,1870,0.024460475,0.0082925,0.004708243,0.013136049,0.013681173,NaN,NaN,NaN,1.505885547,oneAPI-Intel(R) Arc(TM) A770 Graphics,shin-compute-002
OPF-polar,pglib_opf_case39_epri.m,pglib_opf_case39_epri.m,ExaModels,282,401,1479,2112,0.007457532,0.033525538,0.00369655,0.027490283,0.032006222,NaN,NaN,NaN,1.965830954,oneAPI-Intel(R) Arc(TM) A770 Graphics,shin-compute-002
OPF-polar,pglib_opf_case57_ieee.m,pglib_opf_case57_ieee.m,ExaModels,448,675,2529,3641,0.021574134,0.042841844,0.018043809,0.020063809,0.050408648,NaN,NaN,NaN,1.887427418,oneAPI-Intel(R) Arc(TM) A770 Graphics,shin-compute-002
OPF-polar,pglib_opf_case60_c.m,pglib_opf_case60_c.m,ExaModels,518,737,2807,4015,0.017624677,0.010126143,0.005926115,0.126401654,0.018292983,NaN,NaN,NaN,1.470807439,oneAPI-Intel(R) Arc(TM) A770 Graphics,shin-compute-002
OPF-polar,pglib_opf_case73_ieee_rts.m,pglib_opf_case73_ieee_rts.m,ExaModels,824,987,3945,5525,0.008483962,0.008805637,0.013058174,0.218431199,0.018267334,NaN,NaN,NaN,2.217485511,oneAPI-Intel(R) Arc(TM) A770 Graphics,shin-compute-002
OPF-polar,pglib_opf_case89_pegase.m,pglib_opf_case89_pegase.m,ExaModels,1042,1649,6503,9430,0.018106406,0.025723458,0.011346148,0.013499776,0.019121608,NaN,NaN,NaN,2.194297564,oneAPI-Intel(R) Arc(TM) A770 Graphics,shin-compute-002
